assetid,balltype,teamcolor1g,teamcolor1r,clubworth,teamcolor2b,teamcolor2r,foundationyear,teamcolor3r,teamcolor1b,opponentweakthreshold,latitude,teamcolor3g,opponentstrongthreshold,teamcolor2g,teamname,adboardid,teamcolor3b,defmentality,powid,rightfreekicktakerid,domesticprestige,genericint2,jerseytype,popularity,teamstadiumcapacity,iscompetitionscarfenabled,cityid,rivalteam,isbannerenabled,midfieldrating,matchdayoverallrating,matchdaymidfieldrating,attackrating,longitude,buspassing,matchdaydefenserating,defenserating,iscompetitionpoleflagenabled,skinnyflags,defteamwidth,longkicktakerid,bodytypeid,trait1vweak,busdribbling,rightcornerkicktakerid,suitvariationid,domesticcups,defaggression,ethnicity,leftcornerkicktakerid,youthdevelopment,teamid,trait1vequal,suittypeid,numtransfersin,stanchionflamethrower,captainid,personalityid,leftfreekicktakerid,leaguetitles,genericbanner,buspositioning,ccpositioning,busbuildupspeed,transferbudget,ccshooting,overallrating,ccpassing,profitability,utcoffset,penaltytakerid,freekicktakerid,crowdskintonecode,defdefenderline,internationalprestige,trainingstadium,form,genericint1,cccrossing,trait1vstrong,matchdayattackrating
109,41,36,1,649994,255,255,1878,1,106,4,52,36,1,255,West Brom,2,136,26,-1,235210,5,-1,2,3,26850,0,525,110,0,75,77,75,80,-1,66,77,76,0,0,33,195861,1,1073408,57,220633,1,5,29,2,6826,4,109,545024,2,0,0,6826,1,235210,1,0,0,0,72,41112000,65,76,63,6,0,235210,52306,2,0,4,353,0,79,67,542976,80
110,45,140,255,119996,1,1,1877,255,1,2,52,140,3,1,Wolves,2,1,76,-1,282457,10,-1,2,5,30852,2,531,109,2,73,73,73,75,-2,36,71,71,2,0,52,221743,1,295984,51,224293,1,4,62,5,282457,5,110,295984,0,0,0,195037,0,282457,3,0,0,1,37,18000000,42,73,32,1,0,221743,221743,2,0,2,352,0,77,42,270384,75
600,6,0,0,0,0,0,2000,0,0,0,0,0,0,0,Home,1,0,50,-1,1,0,-1,0,5,0,2,0,1,2,0,0,0,0,0,50,0,0,2,0,50,1,1,0,50,1,0,0,50,2,1,5,111,0,0,0,2,1,1,1,0,0,0,0,50,250000,50,0,50,5,0,1,1,2,0,0,352,0,-1,50,0,0
70,6,0,0,0,0,0,2000,0,0,0,0,0,0,0,Away,1,0,50,-1,1,0,-1,0,5,0,2,0,1,2,0,0,0,0,0,50,0,0,2,0,50,1,1,0,50,1,0,0,50,2,1,5,112,0,0,0,2,1,1,1,0,0,0,0,50,250000,50,0,50,5,0,1,1,2,0,0,352,0,-1,50,0,0
121,45,1,231,1873,255,255,1877,231,1,3,53,1,5,255,Crewe Alexandra,3,1,66,-1,213519,9,-1,2,4,10153,0,125,1928,2,56,59,58,60,-2,49,59,59,0,0,56,213519,1,139266,46,213519,1,0,56,2,222870,8,121,139266,0,0,0,203430,0,213519,0,0,0,0,49,600000,41,59,32,3,0,213519,222870,2,0,1,352,0,64,46,528386,62
127,45,51,1,4398,0,255,1886,1,204,3,52,51,8,163,Shrewsbury,3,214,25,-1,183517,4,-1,2,3,9875,0,449,1803,0,64,64,66,63,-3,72,63,63,0,0,25,169909,1,1056768,41,183517,1,0,34,2,183517,3,127,526336,2,0,0,183517,0,183517,0,0,0,0,70,600000,61,63,41,9,0,183517,183517,2,0,2,352,0,67,41,526336,64
135,45,153,255,2157,1,1,1888,255,1,5,51,153,3,1,Barnet,3,0,66,-1,204887,7,-1,2,5,5176,0,285,361,2,59,64,61,62,0,37,65,61,0,0,63,204887,1,164880,52,280781,1,0,63,2,204887,5,135,164880,2,0,0,182331,0,204887,0,0,0,1,38,700000,43,61,33,8,0,186112,233851,2,0,2,352,0,65,43,303120,64
142,45,14,202,5099,255,255,1879,212,9,3,53,14,3,255,Doncaster,3,9,67,-1,190620,5,-1,2,5,15138,0,139,1797,0,64,65,65,63,-1,39,65,64,0,0,66,229401,1,132266,35,190620,0,0,66,2,190620,6,142,132266,0,0,0,195126,1,190620,0,0,0,1,36,750000,56,64,36,7,0,195126,190620,2,0,1,352,0,68,56,1056938,64
143,45,28,227,2303,255,255,1901,227,38,3,51,28,3,255,Exeter City,3,38,66,-1,283154,4,-1,2,2,8541,0,159,1929,2,64,62,64,63,-4,40,60,62,0,0,34,205255,0,132098,38,283154,1,0,54,2,283154,7,143,132098,0,0,0,208645,0,283154,0,0,0,0,39,600000,34,63,34,10,0,179860,173498,2,0,1,352,0,66,34,525314,64
144,41,255,255,88178,1,1,1879,255,255,2,51,255,5,1,Fulham,2,255,75,-1,281241,4,-1,2,5,25700,2,285,15,2,74,72,74,75,0,40,70,70,2,0,62,281241,1,263328,41,281241,1,0,72,4,205601,9,144,263328,0,0,0,175314,0,281241,0,0,0,0,37,7500000,32,72,32,3,0,281241,195202,2,0,4,352,0,76,32,139424,75
149,45,0,255,1800,255,255,1884,0,0,3,53,0,3,255,Lincoln City,3,0,68,-1,173834,4,-1,2,5,10120,0,603,92,1,62,61,62,62,0,66,61,63,0,0,54,173815,1,151562,54,170183,1,0,54,2,202825,4,149,151562,2,0,0,189159,0,173834,0,0,0,0,73,800000,61,62,80,4,0,184714,193707,2,0,2,352,0,66,64,151562,63
159,34,81,1,9970,255,255,1905,1,147,2,52,1,3,255,Bielefeld,18,1,45,-1,205365,4,-1,2,5,26515,1,51,160,1,67,68,67,69,8,39,69,69,1,0,34,205365,1,1073186,29,205365,1,0,34,2,205365,3,159,1066018,0,0,0,194015,0,205365,0,0,0,0,40,2300000,40,68,40,10,1,232671,227235,2,0,3,352,0,70,80,542754,69
160,34,92,55,15929,255,255,1938,7,169,2,51,78,2,255,Bochum,18,220,60,-1,208096,7,-1,2,5,29299,1,57,110636,1,71,70,71,70,7,37,70,70,1,0,34,208096,2,66688,23,208096,0,0,52,2,208096,7,160,83072,2,0,0,170159,1,208096,0,0,0,1,39,3280000,54,70,34,7,1,170159,208096,2,0,3,352,0,73,64,148608,70
165,34,153,1,15399,38,37,1903,255,50,2,49,255,3,87,Fürth,18,255,55,-1,226711,6,-1,2,2,18000,1,172,171,1,68,69,68,69,10,50,69,69,1,0,38,137461,1,1056772,38,226711,0,0,40,2,137461,10,165,1056772,2,0,0,199526,0,137461,3,0,0,0,40,1900000,47,69,54,8,1,206104,226711,2,0,2,352,0,72,46,526340,69
166,34,81,1,162584,255,255,1892,15,158,3,52,15,2,255,Berlin,18,145,67,-1,170369,4,-1,1,5,74649,1,47,34,1,76,77,76,76,13,39,76,76,1,0,51,170369,2,1098768,40,189272,1,0,51,2,203910,6,166,148496,2,0,0,177019,0,170369,2,0,0,0,36,8000000,41,77,31,7,1,170369,192557,2,0,5,352,0,77,61,542736,76
169,34,255,255,123985,30,195,1905,230,255,5,49,1,4,20,Mainz,18,1,66,-1,203965,4,-1,2,3,34000,1,296,1824,1,75,75,75,76,8,49,74,74,1,0,66,203965,1,99362,76,211061,1,0,66,2,211061,5,169,172066,2,0,0,198352,1,203965,0,0,0,0,49,9100000,41,75,50,8,1,203965,211061,2,0,4,352,0,79,46,526370,76
171,34,16,193,19099,255,255,1900,198,43,2,49,27,3,255,Nürnberg,18,38,59,-1,211818,7,-1,2,7,50000,1,355,165,1,70,69,70,68,11,51,70,70,1,1,61,211818,1,99344,41,211818,0,4,63,2,211818,4,171,73744,2,0,0,193425,0,211818,9,0,0,1,49,3400000,68,69,37,8,1,211818,211818,2,0,4,352,0,75,41,73744,68
172,23,1,245,2801,255,255,1925,50,63,2,48,100,2,255,Unterhaching,1,255,46,-1,189209,3,-1,1,2,15053,1,655,550,1,63,62,63,64,11,36,61,61,1,0,56,189209,1,132112,51,189209,1,0,53,2,189209,8,172,1049616,2,0,0,238964,0,189209,0,0,0,0,37,500000,47,62,37,8,1,187076,189209,2,0,1,352,0,67,47,1056784,64
175,34,176,106,396025,255,255,1945,90,35,5,52,225,2,255,Wolfsburg,18,2,44,-1,219932,7,-1,2,3,30000,1,530,21,1,79,78,79,82,10,50,75,75,1,0,67,212501,0,148480,55,192565,1,1,61,2,208330,6,175,1073152,0,0,0,195363,0,219932,1,0,0,0,53,42000000,67,78,61,2,1,219932,193886,2,0,6,352,0,82,75,542720,82
180,67,25,25,3099,255,255,1893,15,112,1,56,40,4,255,Dundee FC,1,130,45,-1,189311,3,-1,2,3,11850,2,146,100804,0,63,64,63,60,-3,73,63,63,0,0,46,189311,0,1069188,57,189311,1,1,51,2,189311,2,180,1069188,1,0,0,189311,0,189311,1,0,0,0,70,750000,76,64,61,6,0,235575,201085,2,0,1,352,0,69,77,544900,60
184,67,4,253,4196,255,255,1874,240,4,1,55,10,4,255,Hamilton,3,12,28,-1,200898,1,-1,2,1,6018,2,206,83,0,63,64,65,58,-4,71,60,59,0,0,24,200898,1,575744,49,200898,1,0,39,2,200898,7,184,542976,2,0,0,200898,0,200898,0,0,1,0,68,500000,79,63,79,9,0,209462,186842,2,0,1,352,0,68,79,542976,60
189,39,64,0,73404,17,172,1909,255,128,1,44,255,4,20,Bologna,9,255,74,-1,198760,6,-1,2,5,36462,1,60,110915,1,74,75,74,77,11,38,74,74,1,0,70,230936,1,66584,39,230936,1,2,80,2,201215,5,189,263192,0,0,0,198760,0,193338,7,0,0,0,40,13000000,40,75,40,3,1,193338,201215,2,0,4,352,0,79,40,528408,77
190,6,129,0,19997,255,255,1911,0,253,3,45,129,5,255,Brescia,9,253,44,-1,202489,6,-1,2,3,27547,1,71,39,1,64,64,64,66,10,53,63,63,1,0,55,202489,2,1106049,73,202489,1,0,47,2,202489,5,190,1106049,2,0,0,225034,0,202489,0,0,0,0,51,2000000,55,64,47,5,1,281245,202489,2,0,2,352,0,69,73,1073281,66
191,39,0,197,17995,255,255,1933,50,11,1,47,60,2,255,RB Salzburg,16,124,75,-1,191783,10,-1,2,6,30188,1,418,254,1,69,71,69,72,12,39,72,70,1,0,58,233195,1,296096,47,223724,1,5,68,2,191783,2,191,263328,2,0,0,189646,0,191783,11,0,0,1,38,7500000,38,70,38,3,1,223724,191783,2,0,5,352,0,74,38,139424,72
192,6,223,255,64611,153,0,1929,0,0,3,45,86,2,86,Chievo Verona,9,153,76,-1,183346,7,-1,1,5,31045,1,511,206,1,77,75,77,74,10,71,75,75,1,0,49,183346,2,1052672,39,172233,0,0,79,2,172233,4,192,282624,1,0,0,172233,0,183346,0,0,0,0,68,4600000,70,75,63,8,1,199559,176104,2,0,3,352,0,76,79,526336,74
199,6,0,226,16000,255,255,1905,226,26,2,43,0,4,255,Perugia,1,26,25,-1,280556,6,-1,2,3,23625,1,377,570,1,67,68,67,67,12,68,67,67,1,0,21,280556,1,102416,46,280556,0,0,36,2,280556,5,199,542736,1,0,0,170516,0,280556,0,0,0,0,72,3000000,66,68,46,4,1,186614,177957,2,0,2,352,0,68,66,1069072,67
200,39,185,0,31997,255,255,1936,2,234,1,42,76,4,255,Pescara,9,161,60,-1,201220,4,-1,2,5,20486,1,378,46,1,67,69,67,68,14,69,69,69,1,0,56,188397,1,184320,66,201220,1,0,58,4,280535,6,200,118784,0,0,0,201220,0,188397,0,0,0,0,67,4000000,72,69,62,5,1,201220,203782,2,1,2,352,0,76,66,102400,68
205,39,1,1,20351,54,255,1907,0,1,3,45,128,5,128,Venezia,1,30,45,-1,280532,8,-1,2,3,7426,1,651,206,1,66,67,66,65,12,38,67,67,1,0,63,280532,0,1049600,36,204061,0,1,43,4,280532,4,205,1049600,0,0,0,209637,1,280532,0,0,0,0,37,3000000,37,67,37,2,1,222959,157741,2,0,2,352,0,68,37,1056768,65
206,39,229,255,64996,148,0,1903,0,7,2,45,62,3,76,Hellas Verona,9,117,45,-1,208144,4,-1,2,5,31045,1,511,192,1,71,72,71,73,10,49,73,73,1,0,51,208144,1,106496,60,208144,1,0,36,4,284059,5,206,1056768,0,0,0,137361,0,208144,1,0,0,0,53,8500000,51,72,36,5,1,137361,193839,2,0,3,352,0,77,60,526336,73
209,6,1,1,7556,255,255,1909,25,1,3,47,25,2,255,SK Sturm Graz,16,25,49,-1,210381,7,-1,2,4,15400,1,194,254,1,66,67,67,66,15,41,67,67,1,0,51,221931,1,1089592,58,221931,0,4,50,2,190589,4,209,1056824,1,0,0,208247,1,221931,3,0,0,0,42,850000,56,66,33,5,1,191123,210381,2,0,3,352,0,71,43,1069112,66
210,50,112,0,19724,6,229,1913,255,202,4,49,255,3,5,SM Caen,7,255,28,-1,190659,4,-1,1,3,21000,1,89,1738,1,72,73,72,74,0,68,73,73,1,0,35,190659,1,1049408,34,169281,0,0,25,2,190659,5,210,526656,2,0,0,203435,1,190659,0,0,0,0,69,4000000,74,73,54,6,1,208017,163804,2,0,2,352,0,76,34,526656,72
212,51,42,30,5499,28,228,1883,255,99,1,46,255,3,28,La Berrichonne,7,255,29,-1,163713,2,-1,2,1,17173,2,638,110326,2,64,64,64,66,1,40,63,65,2,0,32,163713,0,270656,39,240259,1,0,22,2,240259,1,212,525632,0,0,0,206139,0,163713,0,0,0,0,40,500000,35,65,35,5,1,163713,220621,2,0,2,352,0,68,35,1052992,66
217,50,111,255,29995,1,1,1926,255,4,2,47,255,1,1,FC Lorient,7,255,58,-1,157310,4,-1,2,5,16392,1,287,74,1,72,72,73,73,-3,36,73,71,1,0,48,183287,1,132102,52,157310,1,1,50,2,157310,6,217,66566,2,0,0,157310,0,157310,0,0,0,0,38,2250000,58,71,38,7,1,157310,157310,2,0,2,352,0,76,58,1056774,73
219,50,255,255,214311,220,0,1899,102,255,2,43,204,2,157,OM,7,255,44,-1,283172,7,-1,2,8,67394,1,306,73,1,77,78,76,80,5,35,78,77,1,0,51,203280,0,66048,49,283172,1,10,66,2,283172,3,219,1049088,0,0,0,227236,0,283172,9,0,0,0,31,14000000,52,78,35,6,1,203280,177388,2,0,4,352,0,79,40,524800,80
224,51,51,238,9499,255,255,1937,1,36,2,43,1,2,255,Nîmes Olympique,7,1,68,-1,280806,1,-1,2,2,18482,1,347,70,1,67,68,70,67,4,39,66,65,2,0,42,280806,0,181248,51,209317,0,0,62,2,283173,4,224,181248,2,0,0,188383,0,280806,0,0,0,0,37,750000,42,66,32,10,1,239043,205686,2,0,1,352,0,71,72,1052672,70
226,51,221,255,11999,94,9,1928,234,23,2,47,234,2,35,FCSM,7,0,45,-1,209618,8,-1,2,3,20000,1,323,1823,1,67,68,69,71,6,50,65,64,1,0,57,209618,0,1056784,40,199800,1,2,56,2,199800,7,226,1056784,2,0,0,209618,1,209618,2,0,0,0,53,2500000,57,67,56,2,1,237509,215760,2,0,1,352,0,70,40,1056784,72
229,70,48,94,269767,255,255,1908,114,111,5,50,68,1,255,RSC Anderlecht,11,131,26,-1,203886,10,-1,2,7,20500,2,79,232,2,75,73,73,79,4,67,73,74,2,0,20,203886,1,1105922,67,176009,1,9,22,2,176009,6,229,575490,2,0,0,198584,0,176009,34,0,0,0,73,17000000,67,75,47,8,1,201013,176009,2,0,7,352,0,78,67,542722,77
230,70,29,238,4061,250,250,1880,253,29,3,51,65,3,250,Royal Antwerp FC,1,65,47,-1,195065,2,-1,2,4,12975,2,616,110724,2,67,67,67,68,4,67,63,66,2,0,56,195065,1,1056832,35,195065,0,2,69,2,195065,1,230,1052736,2,0,0,188387,0,195065,4,0,0,0,72,2000000,66,68,79,3,1,195065,195065,2,0,1,352,0,70,35,526400,67
231,70,105,3,124997,1,1,1891,255,180,4,51,255,1,1,Club Brugge,11,255,58,-1,210463,9,-1,2,5,29062,2,78,229,2,75,75,79,73,3,49,74,73,2,0,31,210463,1,115716,61,210463,1,11,41,2,210463,4,231,122884,0,0,0,197786,0,210463,16,0,0,0,49,13500000,31,73,55,4,1,210463,205756,2,0,5,352,0,76,61,1089540,74
232,70,0,204,48997,255,255,1898,180,12,5,50,30,5,255,Standard Liège,11,42,66,-1,187858,7,-1,2,6,27670,2,278,229,2,71,72,71,74,5,71,70,72,2,0,43,187858,1,172036,43,187858,1,7,63,4,187858,4,232,135172,0,0,0,212253,1,187858,10,0,0,0,70,8500000,74,72,69,5,1,187858,187858,2,0,4,352,0,77,43,526340,72
234,42,37,220,214697,20,255,1904,255,25,4,39,255,2,20,SL Benfica,25,255,66,-1,197965,10,-1,1,8,65647,1,281,236,1,80,80,81,78,-9,38,79,78,1,0,43,197965,2,73858,42,197965,1,26,63,4,197965,7,234,132226,0,0,0,215051,0,197965,36,0,0,0,38,17000000,43,79,33,7,0,197965,197965,2,0,7,352,0,80,43,139394,79
236,42,95,0,191245,255,255,1893,30,167,3,41,70,4,255,FC Porto,25,150,66,-1,208777,10,-1,2,8,50035,1,385,234,1,80,80,81,78,-8,51,80,79,1,0,40,208777,1,165025,40,208777,0,16,60,4,208777,3,236,155809,0,0,0,173521,1,208777,27,0,0,0,53,19000000,58,79,56,5,0,208777,212462,2,0,8,352,0,80,70,1073313,79
237,42,101,2,181970,255,255,1906,30,73,5,39,140,3,255,Sporting CP,25,0,68,-1,200641,9,-1,2,7,50095,1,281,234,1,80,79,80,79,-9,38,79,78,1,0,48,184826,1,164896,52,200641,1,16,68,2,212198,6,237,148512,0,0,0,184826,1,184826,18,0,0,0,38,18500000,48,79,38,4,0,189068,224334,2,0,7,352,0,81,78,1073184,79
240,40,0,255,1122251,255,255,1903,255,0,1,40,254,3,255,Atlético Madrid,5,254,68,-1,281931,9,-1,2,9,68000,2,295,243,1,82,83,82,84,-3,51,84,84,2,0,69,194765,0,1089672,79,208418,0,10,69,4,194765,5,240,172168,0,0,0,209989,1,281931,10,0,0,0,52,60000000,68,83,53,4,1,194765,193747,2,0,9,352,0,86,39,1069192,84
241,40,57,3,2783492,60,154,1899,255,128,3,41,231,1,0,FC Barcelona,5,0,75,-1,158023,10,-1,2,10,99354,2,36,243,1,84,84,84,89,2,29,83,83,2,0,59,158023,0,98848,53,202477,1,29,69,2,158023,7,241,295456,0,0,0,158023,0,158023,24,0,1,1,29,92000000,60,84,39,2,1,176580,158023,2,0,10,352,0,86,59,1049120,89
242,40,91,47,91276,255,255,1906,250,214,3,43,250,3,255,RC Deportivo,5,255,47,-1,199952,4,-1,2,6,32660,2,257,450,1,76,76,76,77,-8,49,77,77,2,0,66,199952,2,1066056,58,199952,1,2,64,2,199952,5,242,1073224,0,0,0,178625,1,199952,1,0,0,0,51,9500000,66,76,64,6,1,199952,199952,2,0,3,352,0,78,78,548936,77
243,40,255,255,2866644,200,110,1902,225,255,3,40,225,1,20,Real Madrid,5,255,76,-1,173731,10,-1,2,10,81044,2,295,241,1,86,86,86,87,-3,36,86,86,2,0,49,173731,0,1081992,53,182521,1,19,79,2,182521,6,243,295560,0,0,0,200145,0,173731,33,0,0,1,33,99800000,46,86,37,2,1,201399,20801,2,0,10,352,0,87,39,1073288,87
244,40,72,12,6895,255,255,1932,244,182,1,41,244,6,255,R. Zaragoza,6,255,48,-1,198638,9,-1,2,5,34596,2,537,110839,1,68,68,68,69,0,37,68,68,2,0,57,194329,1,1049728,53,198638,1,6,63,2,198638,5,244,1049728,2,0,0,177684,0,194329,0,0,0,0,39,2575000,39,68,39,6,1,198638,198638,2,0,1,352,0,74,39,1052800,69
245,46,20,225,323542,255,255,1900,30,20,5,52,30,1,255,Ajax,14,30,60,-1,283185,10,-1,2,8,54033,2,16,246,2,78,75,76,75,4,39,75,76,2,0,56,281935,1,99464,50,208670,1,18,58,2,208670,5,245,99464,1,0,0,189156,0,283185,25,0,0,1,36,20000000,36,76,36,9,1,281935,208670,2,0,7,352,0,80,36,99464,74
246,46,255,255,130996,45,225,1908,50,255,8,51,158,3,24,Feyenoord,14,50,43,-1,200260,9,-1,1,7,51137,2,412,245,2,77,77,76,76,4,41,77,75,2,0,40,200260,0,66688,33,198006,1,12,46,4,200260,4,246,1056896,0,0,0,198006,0,198006,10,0,0,0,55,12000000,40,76,48,6,1,281936,198006,2,0,5,352,0,78,58,1052800,77
247,46,0,232,189994,255,255,1913,77,0,9,51,197,1,255,PSV,14,211,68,-1,229636,10,-1,2,7,35000,2,150,245,2,75,76,77,76,5,37,74,73,2,0,35,224242,0,132128,44,229636,1,9,55,2,229636,3,247,132128,0,0,0,212755,0,204366,19,0,0,1,40,15000000,45,75,35,7,1,204366,204366,2,0,6,352,0,79,45,526368,77
252,6,1,1,8697,255,255,1908,204,1,1,48,1,2,255,LASK Linz,16,1,59,-1,221944,1,-1,2,6,6009,1,639,191,1,63,63,63,64,14,51,63,65,1,0,33,221944,0,106496,53,221944,1,1,51,2,221944,5,252,90112,2,0,0,199909,0,221944,1,0,0,0,51,3332100,38,64,57,4,1,158937,221944,2,0,1,352,0,71,63,90112,64
254,23,145,41,15999,255,255,1899,52,117,5,48,195,1,255,SK Rapid Wien,16,130,55,-1,210313,9,-1,2,5,28600,1,527,256,1,68,66,66,69,16,57,64,67,1,0,56,204688,1,99360,57,204790,0,14,58,2,210313,5,254,1073184,2,0,0,204688,0,210313,32,0,0,0,67,3500000,49,68,67,5,1,210489,210313,2,0,4,352,0,73,69,1069088,69
256,39,35,110,7000,255,255,1911,110,100,1,48,35,2,255,FK Austria Wien,16,100,48,-1,183644,9,-1,2,4,50865,1,527,254,1,67,69,68,66,16,37,68,67,1,0,57,204493,1,99377,53,204493,0,27,48,2,204493,7,256,1082417,0,0,0,183644,0,204493,24,0,0,0,39,3250000,34,68,34,5,1,204493,183644,2,0,4,352,0,72,34,526385,68
260,40,89,0,4600,255,255,1922,244,169,2,28,244,3,255,CD Tenerife,6,255,46,-1,281941,5,-1,2,4,23000,2,430,472,1,71,71,71,72,-16,37,69,69,2,0,47,281941,0,99616,52,199594,1,0,47,2,199594,6,260,1099040,1,0,0,215572,0,281941,0,0,0,0,38,1730000,33,71,33,7,0,281941,142499,2,0,1,352,0,73,73,543008,72
267,39,12,190,40000,26,250,1893,0,22,3,50,102,5,166,Sparta Praha,19,179,48,-1,231077,10,-1,2,6,19416,1,654,101059,1,74,72,74,73,14,71,70,70,1,0,68,280823,0,1085440,60,187878,1,20,56,4,231077,5,267,1069056,0,0,0,187878,0,231077,36,0,0,0,67,7000000,78,72,66,6,2,280823,8473,2,0,4,352,0,72,70,542720,73
269,69,234,254,14499,119,3,1964,253,0,5,55,234,2,66,Brøndby IF,12,69,58,-1,198455,8,-1,2,5,28000,1,77,819,1,70,70,70,69,12,52,70,68,1,0,57,198455,1,69792,37,198455,1,6,59,2,198455,2,269,73888,2,0,0,198455,1,210021,10,0,0,1,50,2200000,69,69,33,2,1,190362,198455,2,0,2,352,0,74,37,69792,69
270,69,0,197,3138,255,255,1917,193,0,3,56,5,3,255,Silkeborg IF,12,10,28,-1,215449,2,-1,1,3,10000,0,559,1516,1,63,63,63,63,9,67,63,63,1,0,27,215449,1,526624,54,215449,1,1,23,2,215449,7,270,526624,1,0,0,193594,1,215449,1,0,0,1,73,600000,74,63,74,5,1,215449,215449,2,0,1,352,0,69,54,526624,65
271,69,51,51,5099,255,255,1880,59,102,4,56,49,1,255,Aarhus GF,12,99,43,-1,281945,5,-1,2,3,19433,0,2,269,1,66,67,66,67,10,63,68,66,1,0,47,281945,1,73728,35,191154,1,9,48,2,281945,4,271,1069056,0,0,0,151743,1,281945,5,0,0,0,62,600000,39,66,53,5,1,200446,231132,2,0,1,352,0,70,61,526336,67
272,69,100,28,3976,255,255,1887,68,162,3,55,147,4,255,Odense BK,12,242,49,-1,201265,6,-1,2,3,15790,0,356,269,1,65,65,65,67,10,72,64,63,1,0,61,195286,2,1052704,46,210739,0,5,40,2,211339,7,272,1052704,2,0,0,194429,0,201265,3,0,0,0,67,900000,71,65,70,6,1,201265,189431,2,0,1,352,0,70,46,1066016,67
278,39,213,251,5300,10,10,1924,238,13,4,38,241,2,10,AEK Athens,1,170,75,-1,208224,6,-1,2,4,68069,1,27,1884,1,73,72,73,73,23,49,71,71,1,0,42,208224,0,139520,32,208224,0,15,72,2,208224,4,278,270592,2,0,0,208224,0,208224,11,0,0,0,50,2200000,41,72,58,4,2,208224,208224,9,0,2,352,0,72,32,270592,73
280,23,0,234,171000,255,255,1925,255,24,1,37,0,2,255,Olympiacos CFP,1,0,59,-1,203980,10,-1,2,7,33334,1,380,1884,1,76,75,76,71,23,49,73,73,1,0,63,175895,1,86161,53,203980,1,27,57,2,203980,2,280,90257,0,0,0,234986,1,203980,44,0,0,0,51,15000000,61,75,47,6,2,203980,203980,9,0,6,352,0,75,73,1073297,71
294,50,85,0,12497,255,255,1986,28,242,1,48,141,4,255,ESTAC Troyes,7,255,46,-1,212428,4,-1,2,3,20400,0,494,379,1,70,70,70,70,4,38,67,68,0,0,33,212428,1,1066004,30,216237,1,0,50,2,202459,4,294,1066004,2,0,0,216237,0,212428,0,0,0,0,36,2250000,56,70,36,5,1,212428,3665,2,0,2,352,0,75,76,1073172,71
298,23,255,255,15499,1,1,1917,235,255,4,63,245,2,1,Rosenborg BK,13,245,46,-1,186267,10,-1,2,5,21405,1,493,417,1,71,71,72,71,10,53,69,69,1,0,60,186267,1,1073281,52,187042,0,10,48,2,281437,3,298,1073281,2,0,0,187042,1,186267,23,0,0,1,50,1800000,60,70,48,3,1,227642,183336,2,0,3,352,0,72,62,1069185,71
299,130,220,241,4498,1,1,1917,245,9,2,59,230,4,1,Lillestrøm SK,13,6,29,-1,228044,6,-1,2,4,11637,1,280,920,1,62,63,63,65,11,71,61,63,1,0,38,228044,1,528384,45,228044,1,5,29,2,228044,5,299,528384,2,0,0,238165,0,228044,5,0,0,0,70,1200000,70,63,61,6,1,236937,228044,2,0,1,352,0,66,45,528384,65
300,6,32,21,5998,255,255,1899,233,60,5,58,27,3,255,Viking FK,13,32,59,-1,209335,7,-1,2,3,16600,0,462,1463,1,64,64,64,67,5,50,63,63,1,0,66,209335,1,99624,76,209335,1,5,60,2,208577,3,300,106792,2,0,0,239959,0,209335,8,0,0,0,49,1300000,47,64,42,4,1,184878,209335,2,0,1,352,0,69,56,135464,69
305,48,49,222,720,1,1,1890,222,49,2,53,49,1,1,Bohemian FC,34,49,47,-1,199021,6,-1,2,4,4227,1,143,306,1,56,57,56,58,-6,53,57,57,1,0,40,199021,1,1105922,65,199021,1,7,39,2,199021,3,305,1105922,2,0,0,219667,0,199021,11,0,0,0,53,550000,40,57,39,10,0,199047,199021,2,0,1,352,0,63,65,1069058,58
306,48,140,36,1473,255,255,1901,12,68,2,53,160,3,255,Shamrock Rovers,34,85,47,-1,280835,9,-1,2,4,6000,1,143,305,1,61,62,62,57,-6,51,63,60,1,0,68,183544,1,1056784,50,189809,1,24,64,2,189809,4,306,1056784,2,0,0,190033,0,280835,17,0,0,1,53,750000,68,60,64,9,0,183544,206072,2,0,1,352,0,65,50,1056784,57
312,39,121,34,90598,255,255,1923,4,201,4,55,60,8,255,Dinamo Moscow,38,151,44,-1,280836,6,-1,2,6,18636,1,330,100767,1,71,72,71,73,37,38,71,71,1,0,38,280836,1,132100,21,224243,1,1,51,2,280836,7,312,1049604,2,0,0,167575,0,280836,0,0,0,0,37,9500000,57,72,37,6,3,280836,209346,2,0,5,352,0,74,57,1056772,75
315,39,21,217,249995,132,41,1911,194,33,6,55,19,4,52,CSKA Moscow,38,26,49,-1,208008,10,-1,2,7,30000,1,330,100767,1,76,77,78,75,37,38,76,76,1,0,38,208008,1,66696,47,208008,1,7,67,2,208008,7,315,1049736,1,0,0,148119,0,208008,6,0,0,0,38,15000000,53,76,33,9,3,208008,187735,2,0,7,352,0,78,53,270472,78
319,47,0,0,7799,255,255,1904,22,255,5,58,55,1,255,IFK Göteborg,15,222,49,-1,184220,10,-1,2,4,18600,1,191,433,1,67,67,68,67,12,51,67,67,1,0,43,191111,2,1057032,45,184220,1,7,69,2,189143,9,319,1057032,0,0,0,189143,0,191111,18,0,0,0,53,800000,43,66,69,9,1,191111,191111,2,0,2,352,0,70,45,1052936,69
