growthdate,injurydate,initialcurveoffset,playerid,injuryduration
8481,0,286,280662,0
7471,0,29,159982,0
7294,0,39,159983,0
7458,0,27,159984,0
8958,0,321,284229,0
9122,0,10,159986,0
7294,0,36,159987,0
9127,0,6,159988,0
7294,0,34,159989,0
7460,0,29,159990,0
7468,0,31,159991,0
8126,0,209,281674,0
9149,0,277,281673,0
7457,0,69,159994,0
7294,0,33,159995,0
7294,0,38,159996,0
9122,0,297,281672,0
7294,0,36,159998,0
8293,0,196,281671,0
7294,0,36,160000,0
8126,0,251,281670,0
7480,0,26,160002,0
9127,0,3,160003,0
7485,0,28,160004,0
8542,0,328,282897,0
7477,0,32,160006,0
9127,0,1,160007,0
7294,0,36,160008,0
7294,0,63,160009,0
7294,0,22,160010,0
7294,0,64,160011,0
7483,0,51,160012,0
7294,0,16,160013,0
9141,0,-2,160014,0
7457,0,14,160015,0
9122,0,-1,160016,0
7485,0,54,160017,0
9122,0,-1,160018,0
7294,0,19,160019,0
7294,0,59,160020,0
9146,0,2,160021,0
9122,0,-1,160022,0
9146,0,268,281669,0
7463,0,43,160024,0
9145,0,5,160025,0
8542,0,228,282896,0
8958,0,277,284228,0
7477,0,43,160028,0
9127,0,-6,160029,0
8126,0,308,281668,0
8126,0,262,281667,0
7294,0,46,160032,0
8958,0,258,284227,0
7294,0,44,160034,0
8958,0,262,284226,0
7294,0,44,160036,0
8126,0,266,281666,0
7294,0,48,160038,0
8958,0,308,284225,0
9122,0,278,284224,0
9146,0,247,281665,0
9125,0,279,281664,0
7458,0,37,160043,0
8126,0,279,281663,0
8126,0,280,281662,0
8126,0,278,281661,0
7294,0,46,160047,0
8958,0,317,284223,0
9127,0,277,281660,0
8958,0,237,284222,0
8958,0,331,284221,0
8542,0,300,282895,0
7294,0,96,160053,0
8126,0,282,281659,0
7481,0,90,160055,0
8542,0,317,282894,0
8126,0,290,281658,0
8958,0,288,284220,0
7294,0,93,160059,0
9127,0,290,284219,0
8958,0,325,284218,0
7461,0,91,160062,0
8958,0,355,284217,0
8958,0,306,284216,0
8958,0,296,284215,0
7294,0,96,160066,0
8126,0,310,281657,0
8958,0,325,284214,0
8126,0,315,281656,0
9145,0,19,160070,0
9149,0,9,160071,0
7294,0,37,160072,0
7294,0,95,160073,0
8126,0,289,281655,0
7656,0,86,160075,0
7294,0,39,160076,0
9135,0,14,160077,0
8958,0,347,284213,0
9145,0,-2,160079,0
8126,0,281,281654,0
8958,0,298,284212,0
7294,0,75,160082,0
7294,0,78,160083,0
8958,0,326,284211,0
8126,0,294,281653,0
8542,0,338,282893,0
7294,0,76,160087,0
8958,0,302,284210,0
8958,0,282,284209,0
8958,0,282,284208,0
8126,0,335,281652,0
7294,0,34,160092,0
7294,0,75,160093,0
9128,0,275,284207,0
7294,0,76,160095,0
8958,0,307,284206,0
7294,0,75,160097,0
8958,0,324,284205,0
8958,0,278,284204,0
8542,0,301,282892,0
9147,0,36,160101,0
7464,0,70,160102,0
7477,0,70,160103,0
9147,0,0,160104,0
8126,0,279,281651,0
8958,0,325,284203,0
8542,0,298,282891,0
8958,0,311,284202,0
7458,0,30,160109,0
7294,0,34,160110,0
8542,0,380,282890,0
7458,0,27,160112,0
8126,0,260,281650,0
7485,0,28,160114,0
8126,0,299,281649,0
8542,0,267,282889,0
8542,0,258,282888,0
9127,0,232,284201,0
9124,0,291,284200,0
7294,0,36,160120,0
8126,0,317,281648,0
7484,0,27,160122,0
8958,0,365,284199,0
8958,0,275,284198,0
8958,0,196,284197,0
7294,0,33,160126,0
9144,0,293,282887,0
8126,0,228,281647,0
8126,0,217,281646,0
9127,0,8,160130,0
7897,0,188,280661,0
8126,0,306,281645,0
9149,0,292,281644,0
8958,0,233,284196,0
7294,0,39,160135,0
7294,0,34,160136,0
7481,0,30,160137,0
7483,0,27,160138,0
7294,0,40,160139,0
7477,0,28,160140,0
9122,0,281,284195,0
7464,0,31,160142,0
7294,0,39,160143,0
9125,0,292,284194,0
9121,0,301,284193,0
7294,0,34,160146,0
8126,0,223,281643,0
7483,0,27,160148,0
7484,0,31,160149,0
9148,0,48,160150,0
9122,0,-3,160151,0
8293,0,229,280660,0
7294,0,33,160153,0
9125,0,-2,160154,0
8126,0,280,281642,0
8958,0,206,284192,0
9124,0,-1,160157,0
8958,0,230,284191,0
8958,0,272,284190,0
9135,0,2,160160,0
7457,0,29,160161,0
9124,0,11,160162,0
9141,0,216,284189,0
9144,0,244,281641,0
9146,0,276,281640,0
9145,0,6,160166,0
9125,0,7,160167,0
9145,0,9,160168,0
9149,0,294,284188,0
7464,0,12,160170,0
7458,0,42,160171,0
9148,0,4,160172,0
7477,0,41,160173,0
9135,0,0,160174,0
8126,0,268,281639,0
8958,0,351,284187,0
7294,0,50,160177,0
9128,0,6,160178,0
9148,0,0,160179,0
7294,0,56,160180,0
7294,0,17,160181,0
7294,0,16,160182,0
7471,0,67,160183,0
8088,0,241,280659,0
7294,0,40,160185,0
7294,0,37,160186,0
8126,0,297,281638,0
8542,0,227,282886,0
8958,0,313,284186,0
9128,0,3,160190,0
8126,0,323,281637,0
9124,0,4,160192,0
8542,0,311,282885,0
9128,0,0,160194,0
8958,0,293,284185,0
7294,0,35,160196,0
8126,0,316,281636,0
8542,0,339,282884,0
8542,0,277,282883,0
7461,0,43,160200,0
7294,0,44,160201,0
7481,0,39,160202,0
8126,0,301,281635,0
9126,0,257,282882,0
9122,0,226,284184,0
8126,0,315,281634,0
8126,0,313,281633,0
8958,0,306,284183,0
8958,0,312,284182,0
9122,0,-2,160210,0
8958,0,329,284181,0
8958,0,313,284180,0
7463,0,28,160213,0
7477,0,27,160214,0
7464,0,27,160215,0
8958,0,258,284179,0
9127,0,61,160217,0
8126,0,349,281632,0
8126,0,232,281631,0
7481,0,32,160220,0
7294,0,39,160221,0
8126,0,319,281131,0
9129,0,2,160293,0
8542,0,293,283110,0
8542,0,278,282938,0
8715,0,210,282712,0
7710,0,303,280457,0
9137,0,-5,160741,0
9149,0,0,160766,0
8542,0,334,282510,0
7710,0,259,280587,0
9145,0,253,283857,0
7710,0,274,280625,0
8958,0,285,284383,0
9143,0,8,161646,0
9132,0,6,161648,0
9131,0,23,161663,0
9144,0,3,161667,0
8126,0,284,281188,0
8542,0,329,282977,0
9126,0,257,282711,0
9139,0,-7,161776,0
9129,0,5,161793,0
9142,0,243,281733,0
9145,0,11,161805,0
8958,0,312,283888,0
9139,0,284,282710,0
8542,0,305,282325,0
8958,0,346,283817,0
8542,0,326,282827,0
9124,0,14,161943,0
9136,0,231,282709,0
9126,0,268,281732,0
8542,0,278,282708,0
9142,0,2,162052,0
9122,0,5,162053,0
9123,0,4,162054,0
8126,0,264,281465,0
8958,0,317,283580,0
8542,0,192,282955,0
8126,0,322,281402,0
8911,0,32,162130,0
8542,0,332,282707,0
9141,0,236,283744,0
8310,0,287,281270,0
8126,0,285,281269,0
8126,0,298,281187,0
8958,0,281,283509,0
7294,0,29,162220,0
9134,0,24,162221,0
8542,0,280,282332,0
9139,0,4,162240,0
7710,0,339,280572,0
8542,0,244,282625,0
9134,0,5,162297,0
8542,0,304,282393,0
9129,0,238,282392,0
9145,0,217,282588,0
8542,0,213,283023,0
9130,0,4,162347,0
8542,0,255,282338,0
8542,0,391,283072,0
9139,0,-1,162397,0
8958,0,274,283508,0
9137,0,242,282826,0
8126,0,265,281235,0
9129,0,238,281464,0
9149,0,293,282662,0
8958,0,347,283856,0
8542,0,252,282649,0
8958,0,254,283991,0
9134,0,3,162821,0
8126,0,259,281855,0
9134,0,5,162835,0
9137,0,9,162875,0
8958,0,228,283874,0
8126,0,359,281752,0
8958,0,273,283579,0
9149,0,2,162893,0
9126,0,-1,162895,0
8542,0,286,282391,0
8958,0,197,284534,0
9127,0,0,162901,0
8917,0,252,281130,0
9124,0,42,162926,0
9123,0,263,282825,0
8126,0,251,281479,0
7710,0,287,280624,0
7710,0,321,280623,0
8542,0,318,282390,0
8542,0,312,282389,0
8958,0,304,283873,0
8126,0,279,281129,0
8542,0,334,282956,0
9148,0,19,163050,0
9128,0,-189,163056,0
8492,0,248,281352,0
8126,0,253,281854,0
9139,0,1,163135,0
9131,0,286,281234,0
9147,0,244,283578,0
9150,0,0,163156,0
9136,0,0,163158,0
8542,0,379,283109,0
8734,0,214,280458,0
8958,0,300,283478,0
9146,0,-4,163201,0
8542,0,333,282523,0
8542,0,353,282661,0
9132,0,215,281368,0
8958,0,247,283577,0
8958,0,324,283872,0
9124,0,4,163264,0
9151,0,267,281472,0
9122,0,-3,163301,0
8126,0,295,281233,0
8958,0,291,283576,0
8542,0,305,282522,0
8958,0,239,283575,0
9130,0,234,283574,0
9147,0,225,283477,0
9140,0,11,163370,0
9134,8427,4,163396,42
9149,0,26,163398,0
9135,0,9,163402,0
8126,0,275,281268,0
8126,0,256,281267,0
9149,0,4,163418,0
9144,0,224,283637,0
8484,0,266,281186,0
8958,0,306,283725,0
9123,0,7,163489,0
9134,0,294,282551,0
8542,0,251,282331,0
8126,0,298,281098,0
9147,0,272,282455,0
8958,0,360,284009,0
8958,0,333,283573,0
8542,0,276,282388,0
8958,0,281,283572,0
9123,0,278,281232,0
7710,0,303,280472,0
9129,0,-2,163587,0
9138,0,8,163600,0
9133,0,6,163616,0
8958,0,242,283724,0
9125,0,6,163621,0
8958,0,277,283571,0
8542,0,321,282387,0
8542,0,235,282454,0
8542,0,362,282453,0
9131,0,34,163670,0
9129,0,34,163699,0
9123,0,0,163705,0
9147,0,27,163713,0
9145,0,250,282386,0
8542,0,295,282385,0
9121,0,-2,163757,0
9150,0,0,163761,0
8542,0,312,282521,0
8716,0,241,281128,0
9137,0,117,163768,0
8542,0,293,282960,0
9149,0,4,163791,0
8126,0,301,281185,0
8920,0,231,280503,0
9138,0,2,163806,0
8958,0,296,283463,0
9128,0,20,163824,0
9125,0,11,163828,0
8542,0,300,282624,0
8542,0,310,282623,0
8958,0,302,283570,0
8542,0,222,282775,0
8958,0,249,283841,0
9129,0,-5,163907,0
8542,0,329,282550,0
8126,0,341,281266,0
9144,0,6,163955,0
9125,0,32,163985,0
8958,0,313,284538,0
9137,0,271,281617,0
9127,0,233,282874,0
8542,0,293,282873,0
9149,0,26,164169,0
9142,0,19,164240,0
9121,0,270,282344,0
9149,0,0,164375,0
8542,0,361,282384,0
9150,0,239,282749,0
8542,0,329,282383,0
8542,0,290,282382,0
9127,0,20,164465,0
8126,0,297,281312,0
8958,0,276,283569,0
9133,0,10,164469,0
9135,0,223,282706,0
9137,0,271,283936,0
8958,0,219,284408,0
9131,0,-4,164484,0
8542,0,272,282495,0
9138,0,0,164495,0
9135,0,-5,164505,0
9141,0,29,164529,0
7710,0,296,280693,0
8126,0,306,281751,0
9136,0,297,282993,0
8542,0,261,282959,0
8487,0,233,281750,0
9142,0,7,164581,0
8911,0,287,281749,0
8126,0,317,281742,0
9142,0,273,282354,0
8542,0,244,282494,0
8958,0,317,283507,0
8126,0,328,281231,0
8958,0,255,283871,0
8542,0,255,282660,0
9141,0,28,164773,0
9128,0,1,164835,0
8958,0,273,284372,0
8958,0,269,283840,0
8958,0,308,284533,0
9122,0,0,164854,0
8958,0,290,284008,0
8542,0,303,282637,0
9149,0,4,164858,0
9149,0,1,164859,0
9145,0,22,164878,0
8126,0,251,281778,0
8914,0,221,280502,0
8542,0,297,282452,0
9141,0,33,164994,0
8542,0,306,282622,0
8542,0,309,282621,0
9146,0,34,165064,0
9129,0,274,282642,0
9132,0,1,165153,0
9135,0,296,282992,0
9137,0,8,165174,0
8958,0,279,284007,0
9150,0,-4,165190,0
9146,8409,10,165191,43
9135,0,22,165219,0
9141,0,2,165226,0
9122,0,4,165229,0
9139,0,38,165232,0
9149,0,13,165239,0
8542,0,304,283045,0
9146,0,-5,165243,0
9132,0,8,165247,0
8542,0,384,282620,0
8542,0,278,283040,0
8542,0,289,282520,0
8958,0,209,283723,0
9136,0,4,165434,0
7710,0,260,280657,0
8542,0,323,282519,0
8542,0,322,282518,0
9140,0,-7,165485,0
9123,0,94,165490,0
9142,0,6,165493,0
9145,0,78,165494,0
9141,0,34,165496,0
8723,0,267,281478,0
9134,0,7,165502,0
9137,0,296,282824,0
9132,0,232,283722,0
9138,0,-1,165517,0
8958,0,249,284077,0
9131,0,4,165526,0
8542,0,293,282823,0
8958,0,268,284076,0
9127,0,9,165560,0
9136,0,31,165561,0
9142,0,4,165564,0
9142,0,-2,165568,0
8542,0,311,282619,0
7710,0,283,280571,0
8126,0,360,281853,0
9130,0,256,282381,0
8542,0,304,282380,0
8911,0,236,282618,0
8705,0,94,165769,0
9129,0,-1,165784,0
8126,0,279,281477,0
9130,0,219,282822,0
8126,0,305,281835,0
8126,0,276,281834,0
8126,0,312,281833,0
8126,0,348,281832,0
8958,0,345,284506,0
9143,0,291,284505,0
8958,0,229,284504,0
8542,0,334,283090,0
8126,0,314,281831,0
8542,0,336,282517,0
9139,0,278,281616,0
9135,0,6,166074,0
9135,0,258,282872,0
8126,0,308,281456,0
9140,0,12,166097,0
8126,0,257,281311,0
9130,0,-5,166117,0
9150,0,12,166451,0
9128,0,44,166539,0
8958,0,316,283935,0
8542,0,242,282673,0
8958,0,268,283855,0
9145,0,5,166710,0
8958,0,273,283721,0
9136,0,5,166736,0
9140,0,-10,166744,0
9147,0,24,166750,0
9142,0,10,166764,0
8542,0,259,282379,0
9144,0,14,166841,0
9139,0,-6,166844,0
8958,0,335,283720,0
7710,0,232,280683,0
8542,0,336,282509,0
9147,0,278,283568,0
8958,0,328,283567,0
8126,0,324,281127,0
8542,0,317,282603,0
9128,0,288,283719,0
7710,0,285,280519,0
9150,0,3,166937,0
8126,0,290,281299,0
9145,0,8,166990,0
8923,0,236,282748,0
7710,0,292,280586,0
9151,0,0,167159,0
9131,0,303,282602,0
9144,0,300,282343,0
9144,0,22,167329,0
9130,0,234,284286,0
9143,0,-2,167431,0
9144,0,2,167435,0
9124,0,22,167437,0
8542,0,315,282493,0
9142,0,0,167495,0
9151,0,1,167497,0
9139,0,293,283566,0
8542,0,304,282783,0
8126,0,239,281471,0
8958,0,305,284344,0
9130,0,17,167520,0
9138,0,4,167524,0
9123,0,-5,167529,0
8958,0,345,284343,0
9137,0,15,167546,0
8542,0,256,282648,0
8542,0,316,283101,0
9150,0,2,167559,0
9137,0,2,167563,0
9141,0,-6,167564,0
9123,0,7,167575,0
9150,0,269,283968,0
9141,0,253,282647,0
9140,0,12,167603,0
9142,0,7,167628,0
9126,0,-7,167653,0
9125,0,282,281476,0
9141,0,-5,167664,0
8958,0,278,284075,0
9130,0,6,167666,0
9122,0,235,282821,0
9129,0,-5,167694,0
9121,0,20,167697,0
9140,0,7,167705,0
8958,0,333,283506,0
9139,0,11,167753,0
9125,0,-2,167784,0
9147,0,0,167797,0
8308,0,35,167812,0
9141,0,6,167834,0
9150,0,221,283870,0
9144,0,-2,167841,0
8958,0,363,284289,0
9123,0,2,167919,0
8542,0,262,282378,0
9134,0,1,167931,0
8542,0,256,282451,0
8126,0,260,281184,0
8958,0,290,283636,0
9139,0,9,167948,0
8542,0,251,282871,0
8542,0,262,283033,0
9129,0,256,281183,0
9123,0,279,282450,0
8542,0,307,282549,0
9147,0,9,168312,0
8958,0,331,284397,0
9143,0,17,168320,0
8542,0,365,282548,0
9129,0,-1,168354,0
9141,0,8,168362,0
8958,0,246,283934,0
9134,0,-2,168403,0
9144,0,11,168435,0
9150,0,18,168444,0
9147,0,0,168530,0
9146,0,161,283933,0
7710,0,258,280671,0
9148,0,264,284285,0
7710,0,277,280670,0
8126,0,306,281715,0
9139,0,5,168583,0
9144,0,276,282587,0
8958,0,340,283692,0
8126,0,313,281615,0
9128,0,246,282870,0
8126,0,241,281614,0
9145,0,-7,168621,0
9145,0,226,282449,0
9122,0,293,282377,0
8958,0,338,284020,0
9137,0,-3,168651,0
8126,0,330,281105,0
8542,0,310,282323,0
8958,0,308,284414,0
8126,0,297,281851,0
7710,0,268,280729,0
9133,0,26,168883,0
8126,0,296,281850,0
9122,0,286,283932,0
9151,0,284,281788,0
9144,0,17,168965,0
9145,0,280,282342,0
8542,0,299,283017,0
9150,0,203,281097,0
8290,0,294,281713,0
8126,0,307,281182,0
8496,0,-1,169078,0
8958,0,315,283869,0
9125,0,16,169112,0
9139,0,19,169113,0
9130,0,272,283743,0
8915,0,250,282448,0
9143,0,-6,169158,0
9140,0,16,169159,0
9150,0,0,169181,0
9129,0,278,282659,0
8958,0,223,283565,0
9141,0,5,169191,0
9132,0,4,169195,0
8542,0,307,282976,0
8126,0,289,281731,0
9132,0,6,169214,0
9133,0,2,169216,0
7710,0,274,280518,0
9145,0,14,169281,0
9122,0,0,169317,0
9144,0,11,169321,0
8958,0,275,283462,0
9141,0,10,169343,0
9131,0,-3,169345,0
8126,0,305,281766,0
8542,0,285,282547,0
7710,0,323,280536,0
9122,0,4,169389,0
8126,0,342,281126,0
9137,0,-3,169404,0
9144,0,3,169416,0
9126,0,18,169423,0
9147,0,-2,169426,0
9143,0,291,281757,0
9122,0,17,169447,0
9141,0,11,169449,0
8958,0,197,283868,0
9144,0,12,169458,0
9145,0,196,283790,0
9135,0,0,169464,0
8126,0,307,281125,0
9149,0,3,169481,0
8713,0,258,281181,0
9139,0,2,169489,0
9149,0,12,169493,0
9122,0,2,169498,0
8958,0,286,283816,0
9130,0,27,169521,0
8542,0,336,282353,0
9136,0,-8,169539,0
8958,0,378,283564,0
9129,0,12,169575,0
9124,0,3,169578,0
8958,0,267,283563,0
9137,0,17,169588,0
8958,0,264,283718,0
8958,0,255,283867,0
9144,0,248,283562,0
9145,0,0,169595,0
9122,0,10,169596,0
9137,0,0,169600,0
9123,0,6,169604,0
8958,0,314,283561,0
9128,0,272,283560,0
9134,0,266,283559,0
8958,0,348,283558,0
9141,0,10,169631,0
9128,0,6,169638,0
9127,0,262,284392,0
8542,0,274,282376,0
8958,0,261,284323,0
9133,0,15,169697,0
8958,0,349,283557,0
9134,0,5,169705,0
9150,0,12,169706,0
9130,0,5,169708,0
9129,0,8,169710,0
9135,0,7,169713,0
8958,0,267,283556,0
8958,0,294,284342,0
9137,0,-4,169792,0
8902,0,-24,169793,0
9127,0,278,282447,0
8958,0,246,283787,0
8542,0,257,282820,0
9132,0,18,169843,0
9151,0,3,169898,0
8958,0,327,283555,0
9124,0,1,169909,0
9130,0,-3,169912,0
9139,0,-1,169919,0
9133,0,246,283554,0
9150,0,-4,169938,0
8958,0,286,283553,0
9147,0,10,169978,0
9123,0,-5,170008,0
9129,0,277,282596,0
9147,0,29,170039,0
8958,0,233,284322,0
9122,7898,4,170072,21
9125,0,0,170078,0
9147,0,8,170082,0
9122,0,4,170084,0
8542,0,265,282375,0
9121,0,11,170102,0
8542,0,282,282446,0
8958,0,350,283866,0
9126,0,17,170159,0
9130,0,5,170163,0
9128,0,-6,170164,0
9146,0,7,170183,0
9123,0,-2,170213,0
9124,0,12,170229,0
8958,0,288,283691,0
9132,0,1,170252,0
7903,0,19,170280,0
8958,0,306,283552,0
9139,0,264,284006,0
9122,0,10,170305,0
9137,0,-4,170320,0
9134,0,264,283551,0
8126,0,347,281180,0
8542,0,240,283004,0
7710,0,290,280676,0
9134,0,-2,170368,0
9132,0,0,170369,0
9136,0,-4,170370,0
9147,0,7,170448,0
9144,0,5,170472,0
9148,0,0,170481,0
8126,0,256,281265,0
9134,0,1,170516,0
8958,0,298,283742,0
8958,0,183,283931,0
9129,0,-135,170570,0
8958,0,324,283690,0
9144,0,15,170592,0
9139,0,11,170594,0
9134,0,11,170597,0
9134,0,2,170612,0
9141,0,0,170632,0
9140,0,-4,170660,0
8958,0,330,284308,0
8542,0,314,283006,0
9131,0,10,170785,0
9135,0,10,170797,0
9150,0,238,283476,0
9123,0,0,170818,0
9134,0,-3,170830,0
9131,0,267,284005,0
9135,0,-3,170890,0
8126,0,320,281761,0
9139,0,266,283930,0
7710,0,333,280585,0
8126,0,298,281401,0
8542,0,310,282954,0
7710,0,281,280685,0
8126,0,277,281400,0
9148,0,273,280592,0
9135,0,82,171017,0
8298,0,110,171019,0
9149,0,-13,171033,0
9146,0,275,282705,0
9143,0,2,171082,0
9136,0,25,171083,0
8126,0,195,281399,0
9134,0,247,281264,0
9133,0,53,171104,0
8958,0,318,283929,0
8126,0,277,281398,0
9150,0,296,282704,0
9128,0,2,171320,0
8542,0,285,282658,0
8958,0,296,284371,0
8958,0,320,284341,0
9130,0,23,171378,0
9138,0,-2,171391,0
8958,0,316,283887,0
8126,0,204,281397,0
9150,0,2,171574,0
8542,0,274,282703,0
8542,0,266,282702,0
9132,0,14,171601,0
9122,0,-3,171620,0
8958,0,271,284316,0
9139,0,213,283839,0
9141,0,234,282546,0
8126,0,264,281263,0
9136,0,12,171743,0
9140,0,243,281396,0
9135,0,25,171774,0
8958,0,268,283838,0
8958,0,296,283550,0
9132,0,283,282819,0
8958,0,309,284074,0
9135,0,11,171831,0
9130,0,-13,171833,0
9138,0,4,171875,0
9138,0,-5,171877,0
9139,0,12,171881,0
9145,0,7,171895,0
9138,0,-5,171896,0
9136,0,12,171897,0
9123,0,7,171900,0
8728,0,243,281613,0
9129,0,9,171923,0
8126,0,319,281455,0
9121,0,14,171970,0
9144,0,11,171971,0
8958,0,253,283865,0
9146,0,280,282818,0
9123,0,2,171982,0
9144,0,297,282445,0
8958,0,331,283549,0
9123,0,0,171992,0
9140,0,8,171995,0
8126,0,319,281395,0
8958,0,328,284073,0
8958,0,300,284072,0
9145,0,237,281394,0
9142,0,24,172041,0
9144,0,259,283786,0
8542,0,391,283108,0
8542,0,279,282374,0
8958,0,176,284071,0
9139,0,7,172082,0
8958,0,312,284070,0
9123,0,2,172094,0
9143,0,201,282817,0
9151,0,43,172112,0
9136,0,0,172113,0
8958,0,314,284069,0
9141,0,276,281302,0
8126,0,279,281115,0
8542,0,299,282330,0
9132,0,247,283475,0
9144,0,8,172177,0
9124,0,2,172179,0
9125,0,250,281179,0
9142,0,7,172198,0
9149,0,8,172203,0
8542,0,282,282958,0
9135,0,1,172208,0
8958,0,290,283598,0
9127,0,10,172233,0
9146,0,-135,172256,0
8126,0,274,281393,0
9130,0,4,172285,0
8958,0,304,283928,0
8542,0,256,282444,0
9144,0,2,172316,0
9139,0,273,282701,0
8958,0,279,284317,0
9142,0,4,172398,0
8126,0,275,281392,0
9124,0,5,172423,0
9129,0,8,172425,0
9142,0,261,283505,0
8542,0,301,282586,0
9144,0,245,283504,0
9141,0,9,172520,0
9137,0,-1,172522,0
9122,0,5,172529,0
9139,0,3,172549,0
8079,0,14,172553,0
9149,0,4,172555,0
9149,0,-4,172561,0
9131,0,5,172568,0
8542,0,304,282352,0
9124,0,284,282869,0
8958,0,312,284068,0
9133,0,262,283785,0
8958,0,224,283474,0
8542,0,320,282329,0
9140,0,220,282636,0
8958,0,252,283548,0
9133,0,280,283927,0
8542,0,318,282700,0
9130,0,7,172691,0
9144,0,-2,172696,0
9127,0,275,283926,0
9135,0,10,172723,0
9139,0,251,283503,0
8958,0,322,283815,0
9124,0,254,282373,0
8958,0,292,283547,0
9136,0,7,172823,0
9143,0,8,172825,0
9134,0,5,172835,0
9142,0,3,172837,0
9130,0,0,172850,0
8958,0,236,283784,0
8126,0,357,281165,0
9144,0,0,172871,0
8542,0,305,282764,0
9130,0,21,172879,0
9150,0,244,283701,0
9142,0,9,172886,0
9127,0,1,172895,0
9129,0,-2,172904,0
9130,0,9,172928,0
9140,0,273,283546,0
9130,0,-3,172939,0
9139,0,234,282443,0
8958,0,213,284321,0
9136,0,254,283545,0
9126,0,-6,172962,0
8958,0,297,284004,0
8958,0,315,284067,0
9123,0,12,173033,0
8542,0,318,282442,0
9140,0,3,173097,0
8958,0,234,284288,0
9144,0,1,173128,0
9126,0,245,283741,0
9147,0,5,173132,0
9134,0,14,173146,0
9126,0,298,282545,0
9124,0,285,283740,0
9144,0,-15,173160,0
8542,0,249,282544,0
7893,0,11,173165,0
8958,0,240,283925,0
8542,0,357,283071,0
9135,0,5,173198,0
8126,0,310,281262,0
9129,0,268,282543,0
9126,0,273,282542,0
9135,0,19,173210,0
8542,0,252,282541,0
8707,0,255,282540,0
8126,0,313,281612,0
7710,0,235,280535,0
9130,0,216,282816,0
8126,0,295,281391,0
9144,0,287,281390,0
8126,0,323,281819,0
8958,0,267,284485,0
9141,0,245,283544,0
8542,0,330,282991,0
9132,0,12,173373,0
8126,0,311,281297,0
9136,0,11,173415,0
9138,0,11,173426,0
9129,0,6,173432,0
8958,0,308,284340,0
8958,0,220,283543,0
9135,0,-5,173444,0
8958,0,264,284532,0
9138,0,1,173467,0
9129,0,218,283461,0
8958,0,297,283460,0
9126,0,16,173480,0
8958,0,256,284003,0
9147,0,-1,173514,0
9122,0,193,283542,0
9140,0,-1,173521,0
9141,0,6,173530,0
8709,0,4,173531,0
8085,0,7,173533,0
9124,0,5,173538,0
9122,0,16,173546,0
7710,0,236,280462,0
9144,0,-1,173608,0
9148,0,8,173614,0
9123,0,245,283864,0
9125,0,295,283863,0
8958,0,334,283541,0
8958,0,328,283707,0
9132,0,-2,173671,0
9145,0,18,173673,0
8542,0,296,282657,0
9135,0,28,173703,0
9147,0,4,173731,0
9148,0,17,173734,0
9151,0,1,173735,0
9147,0,6,173752,0
9136,0,-6,173765,0
9131,0,30,173771,0
8958,0,273,283540,0
9146,0,0,173815,0
8958,0,319,283924,0
9146,0,-3,173834,0
9136,0,-6,173836,0
9122,0,227,282815,0
9131,0,-2,173859,0
9132,0,-7,173891,0
9151,0,-6,173893,0
8318,0,4,173895,0
9144,0,-2,173899,0
8542,0,198,283015,0
8542,0,308,282699,0
8958,0,317,284537,0
9130,0,2,174202,0
7710,0,339,280736,0
8958,0,378,284536,0
9135,0,59,174379,0
8958,0,289,284296,0
9128,0,-8,174382,0
8126,0,315,281359,0
9131,0,12,174543,0
8542,0,341,282881,0
9140,0,-1,174665,0
9132,0,-2,174669,0
9134,0,1,174670,0
8126,0,303,281741,0
9123,0,1,174754,0
9140,0,263,283923,0
9142,0,249,281724,0
8126,0,277,281723,0
9144,0,267,284398,0
7710,0,271,280675,0
9149,0,6,175254,0
8958,0,319,284542,0
9141,0,12,175314,0
8958,0,292,283862,0
9148,0,11,175379,0
8126,0,310,281759,0
8542,0,342,282840,0
8958,0,304,284310,0
8126,0,240,281791,0
9134,0,6,175603,0
8542,0,331,283010,0
8542,0,251,282441,0
8126,0,314,281379,0
8542,0,320,282968,0
9136,0,235,283032,0
9140,0,288,282962,0
8958,0,186,283706,0
9144,0,25,175818,0
8542,0,291,282868,0
8722,0,-17,175851,0
9140,0,6,175893,0
9122,0,1,175895,0
9148,0,244,283002,0
7294,0,22,175897,0
9123,0,5,175932,0
8094,0,4,175934,0
9139,0,-2,175941,0
9138,0,-5,175943,0
9136,0,14,175961,0
8542,0,281,282492,0
9148,0,25,175963,0
8958,0,283,283689,0
8958,0,300,283688,0
8958,0,312,283473,0
9145,0,-6,176007,0
9133,0,-4,176009,0
8958,0,277,283472,0
8542,0,316,282698,0
9140,0,4,176029,0
9150,0,274,283837,0
8542,0,305,283025,0
8542,0,300,283035,0
9128,0,35,176061,0
9134,0,295,281748,0
8542,0,251,282990,0
8126,0,246,281747,0
9146,0,7,176094,0
8126,0,287,281381,0
8542,0,382,282674,0
9135,0,-6,176137,0
9134,0,2,176154,0
7710,0,277,280570,0
8126,0,331,281330,0
9131,0,-2,176210,0
8542,0,325,282617,0
9135,0,34,176226,0
9127,0,6,176237,0
